text,label
user : user what's good bitch :,1
it's 2014 and y'all niggas still fuckin with these hoes. go get you a wife bruh #wifingsquad2014,1
tell a itty bitty bitch pipe down,1
user slid bitch,1
user : &#8220 user : everybody that's still on facebook ghetto or pregnant idc.&#8221 accurate,0
no one goes into psychiatry to help people. those people are all immoral. everyone who works in that field is pure trash.,1
user : user half of it will be about how you became ghetto in compton.,1
niccas be gassing hoes they never gone pop .. smh ... prolly never gone meet her! #wastedenergy,1
don't throw me the pussy! let me come get it,1
user happy birthday bitch&#10084 &#65039 &#127881,1
i like the yankees toinight -107 url,0
someone probably told him 6 god was trash.,0
user i'm not gone see your baby monkey lil ass anyway funky ass,1
free wop,0
user i'm dumb then a hoe haha i already lost that thing ya gave me today &#128557,1
"every character on #thesimpsons is trash. and they're trash on purpose. if you don't get that, you don't get the joke.",0
""" user : jane seymour rocks a bikini at 62 url crazy aunt jane is at it again user",0
"user don't yell at me, i love both of the evolutionary lines. user despises the trash buddies.",0
i think i'm gonna walk around the house free as a bird.,0
user remember 94 can be a bitch! stop to drink if you get stalled #wib advice!,1
the republican teabaggers hate this but screw em. url,0
"there are lots of top tier wrestlers who started as ""yardies"".",0
&#8220 user : kit kat brownies. url making.,0
mimi trash lol,0
&#8220 user : golden oreos &#128016 regular oreos &#128686 &#8221 yes!!!,0
my grandma got a rosta colored dress it's so pretty she better let me borrow it,0
user well you got to see pom-pom pete,0
con't also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns.,0
arroz con pollo,0
we are back bitches! user user user user user user user,1
george michael such a fag,1
user : instant mashed potatoes are trash &#128686,0
i'm so excited to hang out with my bitches user user,1
fuck that hoe??? thats exactly what dese hoes doin. gettin fucked nd yall niggas the one to blame,1
kobe bryant is such a bitch. grow up pussy.,1
no face no trace pussy boys #snatch,1
user : gotta keep these hoes on point url,1
"im a rich niggaaaaa, i need a rich bitch.",1
"user cracker jack work, cdc - did ya think of checking the plane full of people?",0
why do i have the worst bm in the world smh this bitch the devil !,1
"user bitch, wake up!",1
never tell a bitch what u up to..,1
first chick to bring me some hash-browns from waffle house right now will get her pussy ate,1
"user : ""lester, the parasitic spider monkey, had 1 redeeming quality: he ran the boat, &amp the boat attracted women."" 'only in #c&#8230",0
looking forward to #ncaa and #nba basketball &#127936 in the states soon #iubb #hoosiers #pacers #pacernation and of course breadsticks.,0
ion kno wat kinda spring clothes imma get my yung nicca dis year we ain't doin da polo dis year gotta offset em wit sumthin else,0
user i've decided that #bullsnation are retarded. #love,1
"user ""leave you beaner retard""",1
might have to play the b2k tonight for my black hoes you know i still care about yal,1
user : user from a tdd pov linux is just a mock for the kernel of the gnu/hurd system.,0
dis nicca lame,0
"jihadis claim to have shot an #iraq army mi-35 attack helicopter in beji &amp identify its pilot by name, rank",0
brownies brownies brownies,0
fuck these hoes im gone &#9996 &#65039,1
user : when a bad bitch asks you to come over url,1
surrender of divinity - conquerors of the apocalypse: url via user &gt oriental black metal hell!!,0
user : being a good citizen picking up trash : url,0
bigots demand recount in #idaho #gay rights ordinance referendum url #tcot #teaparty #teabaggers #lgbt,0
user user user tx trash your show was a disgrace this am engaging w user disrespecting the president,0
user what's the difference between the three of the nig nog's?,1
"thanks to user cracker tweets today, my pilchards on krackerwheat are repeating on me like a typical night on the #bbc :-/",0
indiana lost to bowling green. big ten continues to be trash.,0
user just watched your video good stuff thought i'd let you in on the new boss boon says old character but will be surprise. it's argus,0
"user : ""that bitch had to pull my hair to win"" user lol so what do you tweet if you lose?",1
frozen peas and ibuprofen. my new best friends # cripple,0
i don't own any #onslaught on #vinyl i may have to get one now. their new lp is available in army green coloured vinyl,0
user what's up my bitches?! shout out from your momz in cali! keep doin what u do. #loveit,1
user basically we ain't got room for basic bitches.,1
"in my opinion lhha is a spot on description of how some of atlanta is. dumb hoes and niggas, ratchet broads, and stupid arguments.",1
user home fag. didn't feel like puttin up with your shit today,1
"""your a queer"". &#128530 &#128530 &#128530 &#128530",1
user : fat bitches dont like liftin up they arms in the summer all that dampness cuh,1
george rockwell 2 of 3 speech at lynchberg armo&#8230 : url proud to say my uncle kelly was at this speech in 63.,0
user : rihanna really is trash,0
this bro is just rippin apaa bird about 10 feet from us.. #redtail #hawk url,0
"user she was a dirty bitch always beggin for microwaves and catchup and shit so mufuckas always be like, ""bye falicia!""",1
the bird is the word. #esurancesave30,0
"you've gone and broke the wrong heababy, and drove me redneck crazy",0
never seen purple bird poop until today lol url,0
"user : nerf the hell out of birds, they no longer attack you at long range, lower damage, don&#8217 t follow you forever.",0
"user : jaheim, donell jones, lyfe jennings, ginuwine, charlie wilson, dru hill, next, jodeci, tyrese and etc ...... bring that type &#8230",0
user where your white hoes at bro lol,1
user : user you've been doing too much math homework hoe &#128514 &#128514,1
"do your dick hang low, do it wobble to and fro, can you tie it in a knot, can you stick it in a hoe?",1
people with trash cars love to drive fast and reckless,0
"user : in anglo-saxon calendars, 7 november is considered the first day of winter - 'winter's day': url url",0
user : everytime i see nelson agholor make a play i want to puke. kid should've been a gator. thanks charlie cheeseburger.,0
hugs or kisses? &#8212 hugs. it gives you a warm fuzzy feeling. url,0
user : oreo cookie pancakes #foodporn url,0
user yeah way to block me fag your scared you go and hit girls how tough does that make you? tough enough to know i'd beat...,1
user uh you're trash. &#128536,1
"user : &#8220 user : "" user : actually, i take that back &#128530 you niggas ain't loyal"" im loyal fam&#8221 nah negro nah",1
i'd kill to meet charlie sheen.,0
"&#8220 user : i find myself wanting to google ""the yellow king"" #truedetective&#8221 no kidding! what is going on?",0
"user and because it sounds like there is no prenup, he's gonna cash in, not her. he apparently has ghetto credit. 'magine that?!",1
user user the only place for a ho in the garden,1
user : you got niggas &amp i got bitches,1
#fact females that tweet all the dayum day r hoes that need attention #ijs #wontgetme,1
user you mean the one i colored with crayons isn't copacetic?,0
update: three arrsted after german gay guy left in critical condition after being fag bashed in belgrade url,1
idk where this nigga jus went but he better find me some food before i become a real life bitch&#128530,1
this is why i love birds. url,0
i guess none of deez rappin ass niggas wanna throw dem bitches wit da big homie user,1
"user : i have so many questions about that sex tape. i love love love me some mimi and if that thirsty dude releases it, he's trash&#8230",0
i traveled back in time to middle-earth and crept up on my enemy. i slit the hobbit's throat and by reflex vomited into my trembling hand.,0
user : user user no doubt about it. i mean its cute tossing around trash cans and having 98lb mexican boys wantin&#8230,0
&#8220 user : user stupid bitch!&#8221 url,1
"user lmao yes i kind of like it it's not that ghetto yet &amp they are and then he says ""u feel me"" &#128525 &#128525 &#128557 &#128166",0
"might walk to dunkin donuts, i want a oreo coffee coolatta.",0
pisses me off so much when brett screams fag or whore out the window at people,1
"user like some of the ""worst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash""",0
#tikiti - rough mock for the base of what will eventually be an ashtray @ tiki ti url,0
user : toss 'em out of office? or just throw 'em in the trash? #trashbucketchallenge has politicians on the run at... url,1
user : that moment the pussy too good &amp u gotta slow that stroke down! url,1
anybody remember that movie thumbelina? i didn't noticed how flamin' the bird was until now,0
endless but they really trash so none user : men: how many positive s and possibles do y'all have on fri thru sun night?,0
"user : user stop following ""bad bitches"" and ya won't get spammed",1
i love how everybody bitches about heat fans when we win but if they lose all the haters are 10x more obnoxious,1
"user : when yo phone go off in class &amp the teacher say ""turn that trash off"" but it's one of the songs on yo mixtape url",0
he said that bitch look like a praying mantis tho ctfu,1
i like rivers he talks a lot of trash you can tell he loves the game,0
user i gt android dmt kno whats in that box my nig,1
user guess who's eating cracker b without you,0
user lmao. let's hangout this weekend hoe,1
today is gameday! #iubb i need #iu to win so my jersey can arrive! #hoosiernation #hoosiers,0
user pussy,1
all i ever want is for someone to love me as deeply and devotedly as charlie kelly loves the waitress.,0
user yung nakalagay sa second page ng handout na may closed ended questions etc. tapos lalagay sa 1/2 yellow pad,0
#earlybird #early #morning #sunrise #dawn #bird #thebird #jerryreed @ kansas city url,0
&#128557 &#128557 user : welp user the prettier bitch usually loses lol this is science,1
i am currently using a yellow marker that is literally called 'spanish orange' for this drawing of user absolute perfection.,0
them jants be clutch for bedtime tho &#128514 &#128557,0
user user fran is a hillbilly virginia mountain man who has pre-1800s white anglo-saxon beliefs #frankensteinmd #kikme,0
"the kfan mock draft continues, cleveland is ""on the clock"". paul allen has the vikings 8th pick. i am going with def back, justin gilbert",0
taria the filterless sis.dari the angelic sis.im the big bro lol and jigg lil bro&#128553,0
escomissions in games are universally trash,0
"fucking faggots user aren't from or live in dc, maryland or va",1
"user oh hell no! fuck you uncle tom bitch, i remember yo punk broke ass",1
user : after these shows yall bitches imitate n wonder u i say d things i say,1
"i'm not weird, you're just a faggot",1
stayin up late to watch #ichiro #yankees,0
""" user : url this scally lad would get it",0
user user not scanger,0
"""whaaaaaat! lmaooo!!! user : user that's why i luv u fat bitches cuz y'all got some big ole titties and phat booties""",1
"user : a girl tweeted ""you might be ghetto if u bring food from outside into the movies"" no u might be stupid if u pay 4.99 for a b&#8230",0
user happy birthday queer,1
fucking hot boots. who doesnt love a boot boy. lick those soles clean. url,1
"good day, honkies. ...i said good day! ...honkies.",0
fake tits? &#8220 user : a hoe??&#8220 user : can u guess what i was ? &#8220 user : twitpic your halloween costumes&#8221 url,0
"then i went inside, in order to hide from mutant bird",0
"user : i'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""uncrustables"" is already taken. fu&#8230",0
user this cold we have going around our little hick town had about everyone i know locked in their houses for better than a week. stay well,0
' hate a female that got the mentality of a niggah .,1
user wtf u think u ole pussy ass nigga,1
user : my bitches got pretty pussy&#128516 &#128516 &#128516 &#128540 &#128540 &#128540,1
&#8220 user : the fruit of the modern yankees farm system. url joba the nut.,0
"#metal only, honkies!",0
okc nigguh,1
&#8220 user : oreo ice cream cake &#128588 url &#128525,0
loves how day timers always come with coloured maps and distance charts. it makes me feel far more important then i actually am.,0
spiff tryna hoe,1
baseball......... w/ user for her birthday for some reason? lol @ yankee stadium on #yelp url,0
&#8220 user : how i feel when i'm throwing trash away... url everyday in school.,0
user : user y'all boyz was fried! fuck dat pussy nigga in the blue doe,1
user user yea ho,0
omg! the cutest little tinker bell ever &#10084 &#65039 url url,0
user : who wants to chill on campus w me &amp throw bibles at bitches taking the walk of shame&#10067 &#10068,1
user : you know you're ugly when an ape was chosen as a man crush and you've never been url,0
user : &#8220 user : all of kate upton's leaked nudes today &amp more &#128525 &#11015 &#65039 url url bitch lo&#8230,0
user user ghetto black,0
"user : based on my starbucks drink choices, i admit that i am in fact a basic bitch.",1
"female jihadis, european &amp american: grave dangers! - joe for america url via user",0
charlie clips vs yung ill review url,0
"user : if a dude seems flighty then he probably is, so just nip it in the bud.",1
"user lol, always with the complaining and crying. just like when jeezy broke up with you cause your a moaning old bitch.",1
bitch and who the fuck r u am speak when the fuck i feel like it and stop a pussy ass nigga and box the fuck up,1
he may be the president but that doesn't necessarily mean he's in the sole position of power in regard to making such decisions.,0
no hoe shit or roxy shit but dawggg i swear i ain't knw kia no how to fight...,1
don't give ah fuck about ah bitch or ah nigga!!!,1
user : mook gon wi 3-0 but this battle is bad,0
user user &lt &lt closet muzzie user user user user user,0
"user : pulled a dead bird from my garden. grateful to be out of the hot sun, it winked at me with its rotting eye socket.",0
user taking off like a bitch bra,1
"user i love racism! ""blame whitey"" for everything! now that you mention it! i bet the white man put the desetortoise on #bundyranch",1
user : i hate a dumb bitch.,1
"user : trash talked by many . hated by some . & guess how many fucks i give , its less than one .",1
user : thank you to the perkins student section for participating in the yellow out. we all really appreciated it!,0
user yes. and the user . and stalking weird people. so many things. #pr20chat,0
"user : awe hell nah "" user : me and user are bad bitches, come fuck with us"" url",1
i'm bout to hop off this hoe they tryna get on my ass,1
"don't fw sloppy hoes, you might catch somethin..",1
and #northkorea called #barack a monkey. lol! rt! if the shoe fits! 'cause it sure looks like he married one! url,0
"#yankees take all three games in motown, i'm callin' it!!! #mlb",0
yankees season over tho. so yeah.,0
"user : the knicks are still trash, melo signed for the money he don't even care about being on a good winning team.",0
over bitches trying to act like i own them a picture,1
3 things i cant stand while dealing with a bitch! a. hit feet b. stank ass breath c. skank ass ways,1
video: charlie baker remembers tom menino url,0
#yankees wasted nu&#241 ez's season #rays #mlb,0
ion care who my niggas date b if the bitch make you happy and you cool with her then do you,1
i know righttt user : i hate fat loud bitches,1
user : abel is a 43 yrs old beaner working @ home depot and he didn't want to hang out with you major l,0
user : user user user user ik vraag me al maanden af hoe de nl pers zich als een stel hoeren is gaan ge&#8230,0
holy fuck they some bomb ass bitches at buc-ee's,1
user : when i feel like he entertaining these hoes i just fall back even harder than before &#128175,1
"been sleeping toooooo much, fuck it ima enjoy it before i staworking 2 jobs like a hoe haha",1
user : i only be looking like i&#8217 m fucking bitches&#8230 i don&#8217 t tho,1
"when they bitch about ""carbon emissions"" tell them to stop breathing because exhaling adds carbon dioxide to the atmosphere...",1
"user : user i seen what you look like ,not impressed.dont talk shit you dilooking bitch",1
no i don't love these hoes and fuck these niggas fuckem,1
user she looks like a plastic monkey doll!,0
""" user : chase money &#128176 not &#128581 hoes &#128111 &#128175 &#128175 ""&#58399 &#58399 &#58399 &#58399",1
let's go for the sweep!! #yankees #subwayseries,0
user user i have an open mind and that bitch beyonc&#233 is crazy&#128528,1
user bu i do. i do hate the playa. and the yankees. if i hate the yankees for their payroll i have to hate the dodgers.,0
user user u both sorry to give racist user a platform w his trash language dana ur intvw was below kindergarten level,0
user bitch i work 24 hours a day to protect your freedom fuck you #alwaysonwatch #globalforceforgood,1
user : cincy fans talk trash about the city of #cle and then root for the user like they belong. #stillcle #cleallday #gobrowns,0
user lmaoo &#128514 &#128149 i think i want this bitch ya me tiene cansada but thanks &#128536 wait hold up ... who u fighting &#128563,1
bitches talk... hoes talk even more!!!,1
man bitches love beyonce....no punch line,1
user bitch get that job first.,1
mitt romney hates big bird. fascist.,0
sinai jihadi group beheads 3 accused of being 'spies of the jews' url via user,0
user : &#8220 user : bro even with uno webo i still get more pussy than you &#128586 &#8221 &#128514 &#128514 &#128514 &#128514 &#128514 &#128514 &#128514 &#128514 &#128514 &#128514 &#128514,1
user ight bitch ima see u,1
or their music is trash,0
charlie bit me,0
"no paper hoe, but you can have some more of me",1
"user : for years two fan bases unc and indiana have said they do things ""the right way"" while uk and others are rogues. my ho&#8230",0
"cruisin round the street in my 64', jockin the bitches, slappin the hoes",1
"as chanice say that, i realize the coons move from drinking moet to belaire. all yuh feel all yuh so fancy with all yuh $30 champagne eh",0
user #pumprules is on bravo...quality trash,0
user : user user user babes we buy brazilian and peruvian not bengali,0
i'm really nice &#128557 but a bitch at times,1
"under my windoowww &#8220 user : bleaching your teeth, smiling flash, talking trash, under your breath&#8221",0
yanks choked too..... lost 4 strait remember,0
niggas living like hoes dats why dey dying bout nothing,1
after 27 weeks straight of that nigga being you mcm we get it bitch y'all fucking &#128514 &#128514 &#128514 &#128514,1
there's like 5 injuries a game in football.. shit trash lol,1
user lls omg omg me too getting harrassed by my bby father smh on ig tlk bout hw mch he miss me bitch please,1
f u tumblr bc my blog is black &amp white but there's so many great colored things i could reblog fml,0
user : u might be a faggot if u pull outta the pussy to bust bro.,1
"okay bitch listen up this is important ,,,,,,,, ur eyebrows should not be a centimeter apart !!!!",1
this niggah user is a fool,1
&#128514 &#128557 &#128128 user : hood hoes love harrell football team&#128528,1
this time a night dark skin niggas really turn into lightskin niggas i swear i seen a darkie try buying starbucks 3mins ago but they closed,1
"""on my way to fuck your bitch in the name of the lord"" - mr. race",1
""" user : my cousin said he share hoes with his brothers. he said sharing is caring and he love his brothers &#128514 """,1
"god made male and female blades of grass. every living thing must reproduce itself to stay on this earth: birds, bees and grass. sex natural",0
user : girls wanna hoe around and turn up but gone regret the shit afterwards.,1
user : have to go with the slant pass to your outside linebacker in that situation.,0
"user user user nah, they would probably call you out for being the obsessed faggot you are also. nice try though.",1
correction: he better bring one classy bitch home because momma ain't going to be dealing with random hoes in the house ! &#128131 &#128131 &#128111 &#128581,1
"wow, the whiggers at the tea party nation banned me. i didn't even use any bad words! maybe my racist founding father quotes did it...",1
user haven't you ever heard the story of the birds and the bees,0
user user he was walking &amp 3 little birds pitch by his doorstep. singing sweet songs of melodies pure &amp true. saying ...,0
&#8220 user : make the most of what you have.&#8221 don't tell me what to do bitch,1
"baby i'll whisper vietnamese to you all soft like, ""ching... chong ting o long....""",0
munching on ww crackers &amp studying nycs trans syst. since nyc &amp i haven't had a thing in over 15 yrs #clubinsomnia #vacay,0
user hats on us not trash tho lol,0
user obama is a bitch his speech was pure politics for mid terms. only way we destroy isis is with troops on the ground.,1
user : my pussy is totes adorbs when she jumps on my bed with litter stuck to her. the cat is fucking annoying when she does it.,1
jet lag a bitch,1
"user : the ones we really like , we can't get. but if you got the one you really like then you a lucky bitch.",1
"note to self: boiling water hot, monkey brain",0
#uppers loving the show this morning. chris is directing the conversation beautifully. make the teabaggers talk!,0
"user : &#8220 user : when the trash bag is so full , you can barely tie it....&#128548 &#128548 url sttooopp!!&#128563 &#128514 &#128514 &#128557 &#128557",0
"user : finally! warner bros. making superhero films starring a woman, person of color and actor who identifies as ""queer"" url",0
user user user user user user user nigga be safe hoe,1
user user fuzzy dice might be the nicest thing you could put in your car lol &#127922 &#127922,0
"user : "" user : "" user : "" user : user &#128514 &#128514 whatup""wyd b &#128514 &#128514 &#128514 ""chilling in the square wbu ?""bitch wat u &#8230",1
i got good credit. so my bitch credit gotta match mine,1
gave that bitch an e pill ... bitches love fucking wit they ex,1
&#8220 user : two of the best yankees derek jeter and joe torre #joetorreday url user,0
them queer ass shorts rabchenko got on,1
user user #askim5 would you rather drink squirrel pee or johnny depp's wig in charlie and the chocolate factory?,0
""" user : user inna di ghetto!!!"" you alone lmaoo",0
"there's no one to fliwith, mad bitches in my inbox. skrr skrr",1
user mk hun just textith me,0
"user if you decide to do damara, you should make her a gladiola. we have gorgeous rust-colored ones coming up over here.",0
yo bitch choosin' just let her,1
i'd have to go off on a bitch,1
user : &#8220 user : &#8220 user : okay now i'm going to krispy kreme for real&#8221 fat bitch&#8221 user this nigga trying &#8230,1
you're all faggot fuckheads.,1
"user : &#8220 user : ""you disrespected my hoeing"" pimp slaps hoe in the telly for talking back! - url bitch",1
"user i'm not a trash talker, brah. i'm polite and diplomatic on and off the court.",0
"user : if there was an invisible celestial judge who killed those who spew hate on palestinians, celebrities &amp politicians would&#8230",1
you like those? honestly they tasted like the sole of my shoes user : user that's a shame.,0
user she was always a pathetic mutt desperately seeking attention &amp a purpose. no matter what jp writes that will never change,0
". user thank you, dawn. i see our state bird graces your avatar...",0
thank god fob didnt come back doing some shitty arena tour. #iwaited5yearsforfobandiallgotwasthisshittyarena sykeeee,1
lol my porn name is master licker wtf y i gotta have dat bitch ass name,1
falls in that pussy like quick sand &#128524,1
lebron warm up jacket full then a bitch,1
"honestly, i just do it for the bitch mob",1
user user user i'll chug my tall can . but homegirl won't approve lol,0
was finna slit my eyebrows up in the shop but nahhhhhh. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,0
california has gangs because california is trash.,0
user user bitch look like she gon blow away fr!,1
"say what you want about user , but that bitch has pipes!",1
"' you tall tree ass females be 6'0 talkin bout "" catching feelings "" , bitch you need to catch this touchdown... url",1
"always wanted to fuck that bitch, thank you god i fucked that bitch",1
user : the people of the ghetto are rising up and fighting back. whose side are you on? #gaza,0
cleveland is the best team for manziel honestly the oc can use the offense he had with the redskins &amp the browns d is nice wit a def hc,0
fitzpatrick is trash bruh,0
"when all else fails, blast bare nips",0
user : hot 97 trash.,0
&#8220 user : user fb hoe lol&#8221 damn next time be nicer . lmfao,1
user : &#8220 user : lmfao hicks url,1
"""mine plays dmx and kirk franklin smh user : well my neighbors are ghetto . they get up at like 5am and beat their kids.""",0
your ex wife's #pussy tastes like sweet butter user #theshield,1
user : make my way right to the trash can with these. user : new season. new shoes. #makeyourownway #wayofwade url,0
"user user user user all of yall stfu, your all pussies and won't do shit",1
debating feminism with a gay professor uninformed girls and low iq rednecks is not my idea of a fun wednesday night,0
user : getting over a painful experience is like crossing the monkey bars. you have to let go at some point in order to move forward.&#8230,0
enjoy 50 off user #dc tickets with our code and check us out at booth #640! vegan brownies samples &amp more! url,0
user gotta get my superbowl shiat the cleaners then we hitting the big bird.,0
user ha. he ain't welcome in washington state or nashville. serpas is straight trash.,0
user : when someone drops their trash mixtape in my dms url,0
user then who are you to call me trash &#128522,0
"user , i'm viswa moulie. i wanna be ur friend.. please, shall i ?",0
"user : on this #armisticeday the cry ""never again"" is absent and mocks our pledge to #neverforget the fallen from ancient an&#8230",0
"this bitch lmao ""steve wilkos be goin on mfs &#128553 &#128514 "" url",1
&#8220 user : dudes shaving without it being for an athletic purpose is gay af&#8221 you're retarded.,1
nah i definitely gotta find me a bitch to drive me around in my whip while i'm drunk to this ty dolla $ign tape b it's only right,1
uh oh user : control yo bitch if you don't want her in no shit. it's that simple,1
user : y'all bitches sending inviatations to the wolves than get mad when they at ya door,1
user lmao. it bel ike that nowadays,0
user don't pay dem bitches and they dirty ass chucks no mind bro,1
"user : and she's watchin' him with those eyes / and she's makin' him linguine &amp clams with that body, i just know it!",0
user : she's a sapiosexual. i had a jimmy neutron brain blast. showed her i'm an intellectual and put the pussy on the chainwax.,1
julius peppers still seems retarded.,1
user fuck your redskins bitch!,1
alibaba / jack ma: gotta love a guy who beat meg whitman's albino ass back to the us. freakin' commie genius.,1
yankee homeruns make me all tingly.,0
user : &#8220 user : im a faggot&#8221 user,1
"user : drake said it best when he said ""niggas act more like bitches these days!""",1
user nice pussy.,1
user fuckin moulinyan &#127814,1
user : #migosconcewas turnt af last night but user shut that bitch down wit #hotnigga frfr,1
user : the only girls that care about being a guys wcw are hoes,1
dumb ass bitch i swear,1
my manager is retarded bruh always asking siri some spellings. &#128514 &#128514 &#128514 ..this nigga is dum af doe,1
"user : feb 2015 jordan 4 retro remastered ""oreo"" 314254-003 url",0
"crazy bitch, i like the way you ride this dick",1
there was a reason why i blocked this bitch,1
oh my. there was an oreo baked into that chocolate chip cookie. #surprise,0
"user listen cuntrag whore bitch, shit be expensive as fuck, man. we had to do pr first that one year, this year was the wedding so.",1
user you can't see it but i'm flipping you the bird,0
user : humans are genetically closer to chimps than chimps are to gorillas. but we are all apes. have a great day you clever twe&#8230,0
user user user altyd zo geweest hoe vaak men ook zegt:dit nooit meer!lozewoorden.puntjebijpaaltje vertonen z dierngedrag,0
user user sitting here talking about what u would do or gonna do that's something my bitch does,1
"user get a can of wasp spray. it shoots out 20 feet and cheaper than bear spay or mace, works just as good",0
user y'all ain't gots no colored folk on da show. i tinks dats be racist and shit #thetoddshow,1
"lmao did u really just call me a hoe? lol "" user : user user yeah you hoe!""",1
"user of the washington post to call the president ignorant i ask you racist ,angry ,bitter, bitch look in the mirror!!!!!!!!!!!",1
user uhh messi trash . and im flattered but what was the games scorre,0
most them niccas i thought was real tried to derail me!,1
i donated both of my very expensive prom dresses to teens who couldn't afford to buy one. don't be a selfish bitch.,1
damn lol user : janay rice speaks on the domestic violence costume that mocks her marriage url,0
user : phat pussy is the best pussy &#128526,1
"user : &#128073 &#128073 user it used to be a shame to be hoe/prostitute, with social media they call it hustling lol",1
my nicca user swear he can see me in madden lol,0
""" user : user user i'm not even shy stfu"" kikis mom: hi angelique angelique: smiles dips cracker in soup",1
"user : for lots of great oldies, check out ""memories and more"", with yankee rose, today from 1:00 pm to 4:00 pm eastern! url",0
this bitch at the gas station offered me head for $20 &#128514 &#128557 &#128128,1
user i swear this is just disgraceful like a bitch line a really be dry all day i'll only get emails from pacsun ! &#128557 &#128299,1
charlie sheen never disappoints.,0
user : does anyone know of a good pet sitter in #cle/northeast ohio? specifically cats &amp birds. thanks! #clepets #neo #clevelan&#8230,0
if you don't say thank you after someone holds the door open for you you're a bitch,1
im tired of seeing this disturbing bitch with 3 tits,1
got one bitch in economy and one bitch back in coach.,1
top layer trash.,0
user : exclusive: ars&#232 ne wenger gave two yellow cards &amp red card while refereeing a charity match in rome. user,0
user user user she's just another straight-up conscienceless liar. soulless criminal trash.,0
good pick birds,0
user : i was in her while her nigger was in there makin dinner,1
user thus you have the term redneck also.... the creator is not mocked. good for you...excellent precept daughter!,1
user : jihadi work accident: seven taliban fighters including top commander killed when roadside bombs detonate prematurely&#8230 h&#8230,0
user : here come wiggas soft tweets.. &#128514,0
user : all babies are born hipsters because they come out of the hospital in beanies.,1
user beans u beaner?,1
it's gotten to the point where i literally don't care and i'm gonna stapunching bitches if they don't move in the hallway,1
glad i bossed up on my old hoes &#128170,1
when lifes got ya down you just gotta get back up and pimp slap that hoe!!!!!,1
why are #teabaggers so interested in saving people who are muslim? does syria have oil? #morningjoe,1
"user : america is like a drunken redneck flailing his fists around, raving incoherently. he's kind of funny, but also you'r ...",1
"user user lol that's basically like the ""you got too many hoes"" curve",1
&#8220 user : you lucky ashit if you got the shawty you want .. &#128527 &#128175 &#8221 a niggah just tryna keep her,1
people gotta learn to appreciate the people that go out if their way to help you. even if you don't want their help don't he a bitch,1
user : if your friend is a hoe u a hoe too. birds of a feather flock together,1
user nigga fuck you. some plano schools go hard then a bitch way better than richardson.,1
"user : this vine still funny as shit to me &#128557 &#128557 &#128514 ""how many niggers are in my store""? url",1
not that it's tit for tat... but we don't say shit to our boy just like you don't check that insufferable bitch you call a best friend.,1
green grass and tree trash. url,0
#yankees,0
&#8220 user : it don't matter where we at this nigga always tryna holla at a bitch &#128514 &#128514 user &#8221 where. y'all. at?,1
"all these afternoon groups are trash besides the bubba, keegs and furyk group #thememorialtournament",0
user &#128514 &#128514 &#128514 &#128553 &#9996 &#65039 my bad bitch im logged in on everybody shit,1
"user user oh, wait! ""can i get that photo of me playin with creed's side project by itself?"" my bad. yeah, fob is embarrassing",0
user : &#8220 user : user the last bitch i fucked was a mixed breed&#8221 &#128175 &#128175 &#128175 &#128514 &#128514 &#128514,1
this my dog telling me he is done playing frisbee for now.. lazy mutt url,0
too many pretty bitches got the sore throat voice.mostly red bones. #turnoff,1
"nigga i wus graduating user : if you wasn't in the 6th grade in 1996, you a hoe",1
user who is this we..? i dont love hoes,1
"""for every bad bitch there is a nigga tired of fucking her""",1
"user user you still needs to give it to me bitch , i'm on youtube and rhapsody with it ya cock",1
busted my lip playing ball so now i can't enjoy pussy and this delicious mango,1
"wow, charlie strong is cleaning house. might be upwards of 10 released before he is done. user",0
"user : call my son ""nigger"": even respectable white ppl will be uncomfortable w/ you. call him ""thug"":you probably can get off w&#8230",1
"the beautiful fairy pools near glenbrittle on the isle of skye, scotland url",0
user : niggas gossip like hoes i'm sleep tho,1
""" user : thick raw fuck url damn his man pussy is getting a workout.",1
user : bitch nigga qualities is all you can provide. &#128514,1
user : if those captcha pictures get any more fuzzy i'm going to need a bot to decipher them,0
all he needs is a skirt!!! sure looks like a bitch to me. url,1
&#8220 user : fuck them texts! &#128526 it's a movement. lmaooo &#8220 user : courts texting rubbed off on me &#128514 &#8221 &#8221 she used to be bitch bout it tho &#128553,1
user they're so goooood. i just want like a savoury salty cheesy cracker,0
or pollo,0
"user user you call someone a faggot and then say to kill themselves, you are a pathetic human being. a fucking disgrace.",1
ay what are some good bars/clubs to hit up in denver?? should be up there saturday night to coon out.,0
&#8220 user : bitch in the middle look like a daddy long leg &#128557 url,1
user : &#128128 &#128128 &#8220 user : when you and your boys discover a hoe url,1
user i miss tupac rap offs hillbilly,0
"user : ...and rounding out our cnn ebola panel tonight, the monkey from the 1995 film, outbreak.",0
"give them bitches good head, i can assure you they will be back",1
user user user user user i trusted you queer cakes! wheres the passion? she made me do it dammit,1
user yess bitch. messyyy,1
we're a good match cuz we both retarded...n weed,1
you a hoe if you take a taxi to the club,1
"user : user lmfaoo never i be dolo , i dont got no niggas, &amp for my old hoes fuck all them &#128074 &#128514 &#128514 &#128514",1
